,gas,retention_time,peak_area,peak_height,correction_factor,file_name,sample_type,column,carrier
1,CH4,3.128,95.7944,12.793,0.0035,data/GC_Data/Feb/28NOV22FID_TC_07.RES,p83m(4C)_30d_T4_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.968,19359.2923,2252.032,2.4793,data/GC_Data/Feb/28NOV22FID_TC_07.RES,p83m(4C)_30d_T4_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,C02,3.850,8172.5918,772.890,1.0466,data/GC_Data/Feb/13OCT22FID_TC_07.RES,pUS(12C)180d_1ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.509,140.5351,14.933,0.0054,data/GC_Data/Feb/11JAN23FID_TC_13.RES,p54m(12C)180d_T2_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.081,151.3358,20.722,0.0055,data/GC_Data/Feb/11JAN23FID_TC_13.RES,p54m(12C)180d_T2_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.915,28056.4518,3244.477,3.5931,data/GC_Data/Feb/11JAN23FID_TC_13.RES,p54m(12C)180d_T2_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.500,339.4780,25.457,0.0130,data/GC_Data/Feb/13OCT22FID_TC_13.RES,lab_air_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.989,1243.5390,129.684,0.1593,data/GC_Data/Feb/13OCT22FID_TC_13.RES,lab_air_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.550,140.6510,15.069,0.0054,data/GC_Data/Feb/11JAN23FID_TC_07.RES,p35m(4C)180d_T2_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.116,583.6875,77.844,0.0211,data/GC_Data/Feb/11JAN23FID_TC_07.RES,p35m(4C)180d_T2_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.953,29958.1666,3453.411,3.8367,data/GC_Data/Feb/11JAN23FID_TC_07.RES,p35m(4C)180d_T2_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.536,14.6940,1.138,0.0006,data/GC_Data/Feb/16OCT22FID_TC_04.RES,p54m(-4C)7d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.144,621.6819,67.057,0.0225,data/GC_Data/Feb/16OCT22FID_TC_04.RES,p54m(-4C)7d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.997,25521.5418,2480.806,3.2685,data/GC_Data/Feb/16OCT22FID_TC_04.RES,p54m(-4C)7d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.554,34291.1545,3081.884,1.3122,data/GC_Data/Feb/04NOV22FID_TC_16.RES,1pc_mix_0.75ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.115,34406.0439,3076.051,1.2466,data/GC_Data/Feb/04NOV22FID_TC_16.RES,1pc_mix_0.75ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.955,34381.0268,2866.781,4.4031,data/GC_Data/Feb/04NOV22FID_TC_16.RES,1pc_mix_0.75ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.144,1126.7470,121.650,0.0408,data/GC_Data/Feb/05NOV22FID_TC_04.RES,p54m(12C)30d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.989,40386.5599,3930.341,5.1722,data/GC_Data/Feb/05NOV22FID_TC_04.RES,p54m(12C)30d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.575,10342.1360,1551.970,0.3958,data/GC_Data/Feb/04NOV22FID_TC_14.RES,1pc_mix_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.140,10314.3312,1408.621,0.3737,data/GC_Data/Feb/04NOV22FID_TC_14.RES,1pc_mix_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.988,10638.9274,1245.080,1.3625,data/GC_Data/Feb/04NOV22FID_TC_14.RES,1pc_mix_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.125,2156.2156,221.998,0.0781,data/GC_Data/Feb/05NOV22FID_TC_06.RES,p35m(4C)30d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.966,25961.9623,2440.881,3.3249,data/GC_Data/Feb/05NOV22FID_TC_06.RES,p35m(4C)30d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.135,481.3394,51.035,0.0174,data/GC_Data/Feb/16OCT22FID_TC_06.RES,p83m(-4C)7d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.985,32343.8477,3113.297,4.1422,data/GC_Data/Feb/16OCT22FID_TC_06.RES,p83m(-4C)7d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.531,74.2719,6.370,0.0028,data/GC_Data/Feb/15NOV22FID_TC_08.RES,p54m(12C)30d_T3_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.124,1233.8295,140.853,0.0447,data/GC_Data/Feb/15NOV22FID_TC_08.RES,p54m(12C)30d_T3_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.939,25043.2745,4921.899,3.2072,data/GC_Data/Feb/15NOV22FID_TC_08.RES,p54m(12C)30d_T3_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
3,C02,3.992,27334.3820,4921.161,3.5007,data/GC_Data/Feb/15NOV22FID_TC_08.RES,p54m(12C)30d_T3_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.521,165.8605,13.490,0.0063,data/GC_Data/Feb/11JAN23FID_TC_11.RES,p83m(4C)180d_T2_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.952,24892.9951,2886.920,3.1880,data/GC_Data/Feb/11JAN23FID_TC_11.RES,p83m(4C)180d_T2_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.144,18.7037,2.326,0.0007,data/GC_Data/Feb/13OCT22FID_TC_11.RES,pUS(12C)30d_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.981,4317.4017,468.291,0.5529,data/GC_Data/Feb/13OCT22FID_TC_11.RES,pUS(12C)30d_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.560,11948.4703,1713.250,0.4572,data/GC_Data/Feb/11JAN23FID_TC_05.RES,0.25ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.119,11881.3332,1578.830,0.4305,data/GC_Data/Feb/11JAN23FID_TC_05.RES,0.25ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.962,11820.1879,1358.644,1.5138,data/GC_Data/Feb/11JAN23FID_TC_05.RES,0.25ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.546,62.4479,5.390,0.0024,data/GC_Data/Feb/28NOV22FID_TC_05.RES,p54m(4C)_30d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.119,1102.2843,126.734,0.0399,data/GC_Data/Feb/28NOV22FID_TC_05.RES,p54m(4C)_30d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.957,35568.3164,3638.237,4.5552,data/GC_Data/Feb/28NOV22FID_TC_05.RES,p54m(4C)_30d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.538,83.5932,7.745,0.0032,data/GC_Data/Feb/28NOV22FID_TC_11.RES,p83m(12C)_30d_T4_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.116,42.2529,5.893,0.0015,data/GC_Data/Feb/28NOV22FID_TC_11.RES,p83m(12C)_30d_T4_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.953,21347.1053,2474.630,2.7339,data/GC_Data/Feb/28NOV22FID_TC_11.RES,p83m(12C)_30d_T4_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.540,80.7166,7.579,0.0031,data/GC_Data/Feb/28NOV22FID_TC_10.RES,p54m(12C)_30d_T4_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.118,480.4369,64.601,0.0174,data/GC_Data/Feb/28NOV22FID_TC_10.RES,p54m(12C)_30d_T4_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.958,27599.7599,3209.926,3.5346,data/GC_Data/Feb/28NOV22FID_TC_10.RES,p54m(12C)_30d_T4_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.545,40.7322,3.869,0.0016,data/GC_Data/Feb/28NOV22FID_TC_04.RES,p35m(4C)_30d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.123,2325.0905,273.537,0.0842,data/GC_Data/Feb/28NOV22FID_TC_04.RES,p35m(4C)_30d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.965,27807.3067,2912.891,3.5612,data/GC_Data/Feb/28NOV22FID_TC_04.RES,p35m(4C)_30d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.579,15538.5007,2334.409,0.5946,data/GC_Data/Feb/11JAN23FID_TC_04.RES,0.5ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.139,15452.9397,2138.324,0.5599,data/GC_Data/Feb/11JAN23FID_TC_04.RES,0.5ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.984,15239.1462,1805.360,1.9516,data/GC_Data/Feb/11JAN23FID_TC_04.RES,0.5ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.561,99.3650,10.386,0.0038,data/GC_Data/Feb/11JAN23FID_TC_10.RES,p54m(4C)180d_T2_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.122,232.7084,31.568,0.0084,data/GC_Data/Feb/11JAN23FID_TC_10.RES,p54m(4C)180d_T2_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.959,16811.6184,1960.622,2.1530,data/GC_Data/Feb/11JAN23FID_TC_10.RES,p54m(4C)180d_T2_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.593,3306.3563,463.859,0.1265,data/GC_Data/Feb/13OCT22FID_TC_04.RES,0.25ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.165,3257.4371,417.259,0.1180,data/GC_Data/Feb/13OCT22FID_TC_04.RES,0.25ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,4.028,3652.2016,399.327,0.4677,data/GC_Data/Feb/13OCT22FID_TC_04.RES,0.25ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.525,46.6829,4.196,0.0018,data/GC_Data/Feb/15NOV22FID_TC_09.RES,p54m(12C)30d_T3_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.130,564.2260,75.004,0.0204,data/GC_Data/Feb/15NOV22FID_TC_09.RES,p54m(12C)30d_T3_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.974,25314.8580,2876.848,3.2420,data/GC_Data/Feb/15NOV22FID_TC_09.RES,p54m(12C)30d_T3_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,C02,3.920,84.2010,7.376,0.0108,data/GC_Data/Feb/16OCT22FID_TC_07.RES,tank_N2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.110,1167.1924,121.272,0.0423,data/GC_Data/Feb/05NOV22FID_TC_07.RES,p54m(4C)30d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.952,33691.7329,3191.923,4.3148,data/GC_Data/Feb/05NOV22FID_TC_07.RES,p54m(4C)30d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.090,2035.0994,187.266,0.0737,data/GC_Data/Feb/04NOV22FID_TC_01.RES,blank,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.997,416.7768,15.088,0.0534,data/GC_Data/Feb/04NOV22FID_TC_01.RES,blank,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.559,23029.2417,2651.797,0.8813,data/GC_Data/Feb/04NOV22FID_TC_15.RES,1pc_mix_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.122,23055.6575,2557.658,0.8354,data/GC_Data/Feb/04NOV22FID_TC_15.RES,1pc_mix_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.966,22947.9773,2290.571,2.9389,data/GC_Data/Feb/04NOV22FID_TC_15.RES,1pc_mix_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.121,1986.6594,214.059,0.0720,data/GC_Data/Feb/04NOV22FID_TC_11.RES,p54m(12C)7d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.959,47946.0455,4652.781,6.1404,data/GC_Data/Feb/04NOV22FID_TC_11.RES,p54m(12C)7d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.549,29.3824,2.346,0.0011,data/GC_Data/Feb/05NOV22FID_TC_03.RES,p35m(12C)30d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.150,2127.8285,240.764,0.0771,data/GC_Data/Feb/05NOV22FID_TC_03.RES,p35m(12C)30d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,4.000,28974.9065,2941.249,3.7108,data/GC_Data/Feb/05NOV22FID_TC_03.RES,p35m(12C)30d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.159,127.5252,15.187,0.0046,data/GC_Data/Feb/16OCT22FID_TC_03.RES,pUS(12C)7d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,4.025,12647.2059,1330.186,1.6197,data/GC_Data/Feb/16OCT22FID_TC_03.RES,pUS(12C)7d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.514,107.3190,9.406,0.0041,data/GC_Data/Feb/11JAN23FID_TC_14.RES,p83m(12C)180d_T2_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.949,29338.1728,3444.444,3.7573,data/GC_Data/Feb/11JAN23FID_TC_14.RES,p83m(12C)180d_T2_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.127,102.6031,11.046,0.0037,data/GC_Data/Feb/13OCT22FID_TC_14.RES,pUS(12C)7d_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.980,6139.4289,611.574,0.7863,data/GC_Data/Feb/13OCT22FID_TC_14.RES,pUS(12C)7d_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.142,828.7569,100.699,0.0300,data/GC_Data/Feb/13OCT22FID_TC_15.RES,p35m(-4C)30d_T1_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.994,8573.8405,918.562,1.0980,data/GC_Data/Feb/13OCT22FID_TC_15.RES,p35m(-4C)30d_T1_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.130,21.1721,3.022,0.0008,data/GC_Data/Feb/11JAN23FID_TC_15.RES,pUS(12C)180d_T2_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.961,43408.4339,4924.468,5.5592,data/GC_Data/Feb/11JAN23FID_TC_15.RES,pUS(12C)180d_T2_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.582,9850.7424,1397.357,0.3770,data/GC_Data/Feb/04NOV22FID_TC_04.RES,1pc_mix_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.154,9812.0348,1278.965,0.3555,data/GC_Data/Feb/04NOV22FID_TC_04.RES,1pc_mix_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,4.010,9988.5145,1126.453,1.2792,data/GC_Data/Feb/04NOV22FID_TC_04.RES,1pc_mix_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.116,2817.3701,315.617,0.1021,data/GC_Data/Feb/04NOV22FID_TC_10.RES,p35m(12C)7d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.958,32277.9321,3240.541,4.1338,data/GC_Data/Feb/04NOV22FID_TC_10.RES,p35m(12C)7d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.576,33332.9417,3544.282,1.2756,data/GC_Data/Feb/04NOV22FID_TC_06.RES,1pc_mix_0.75ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.140,33447.3131,3421.609,1.2119,data/GC_Data/Feb/04NOV22FID_TC_06.RES,1pc_mix_0.75ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.986,33338.3156,3085.070,4.2696,data/GC_Data/Feb/04NOV22FID_TC_06.RES,1pc_mix_0.75ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.139,880.3747,115.850,0.0319,data/GC_Data/Feb/04NOV22FID_TC_12.RES,p54m(12C)7d_T4_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.985,21545.9938,2449.012,2.7594,data/GC_Data/Feb/04NOV22FID_TC_12.RES,p54m(12C)7d_T4_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.578,40387.5161,3505.366,1.5455,data/GC_Data/Feb/11JAN23FID_TC_03.RES,1ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.135,40609.1066,3475.763,1.4714,data/GC_Data/Feb/11JAN23FID_TC_03.RES,1ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.973,40208.0281,3126.806,5.1494,data/GC_Data/Feb/11JAN23FID_TC_03.RES,1ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.153,122.2621,14.164,0.0044,data/GC_Data/Feb/13OCT22FID_TC_17.RES,p83m(-4C)30d_T1_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,4.006,8706.6781,889.429,1.1150,data/GC_Data/Feb/13OCT22FID_TC_17.RES,p83m(-4C)30d_T1_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.546,42.4692,3.638,0.0016,data/GC_Data/Feb/11JAN23FID_TC_17.RES,p35m(-4C)180d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.130,737.5796,99.406,0.0267,data/GC_Data/Feb/11JAN23FID_TC_17.RES,p35m(-4C)180d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.965,12738.4438,1483.587,1.6314,data/GC_Data/Feb/11JAN23FID_TC_17.RES,p35m(-4C)180d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.497,1796.3325,252.315,0.0687,data/GC_Data/Feb/13OCT22FID_TC_03.RES,0.25ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.071,1781.8944,227.521,0.0646,data/GC_Data/Feb/13OCT22FID_TC_03.RES,0.25ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.935,1952.6919,212.093,0.2501,data/GC_Data/Feb/13OCT22FID_TC_03.RES,0.25ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,C02,3.962,13976.5908,1687.549,1.7900,data/GC_Data/Feb/11JAN23FID_TC_16.RES,pUS(12C)180d_T2_0.1ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.137,388.8302,44.025,0.0141,data/GC_Data/Feb/13OCT22FID_TC_16.RES,p54m(-4C)180d_T1_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.985,16820.7668,1701.876,2.1542,data/GC_Data/Feb/13OCT22FID_TC_16.RES,p54m(-4C)180d_T1_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.460,26.1236,4.943,0.0010,data/GC_Data/Feb/04NOV22FID_TC_13.RES,p83m(12C)7d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CO,2.507,41.8492,5.535,0.0016,data/GC_Data/Feb/04NOV22FID_TC_13.RES,p83m(12C)7d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,CH4,3.121,154.6447,17.761,0.0056,data/GC_Data/Feb/04NOV22FID_TC_13.RES,p83m(12C)7d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
3,C02,3.961,35504.8529,3605.769,4.5470,data/GC_Data/Feb/04NOV22FID_TC_13.RES,p83m(12C)7d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.125,2163.9540,242.992,0.0784,data/GC_Data/Feb/04NOV22FID_TC_07.RES,p35m(4C)7d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.975,18399.7507,1856.815,2.3564,data/GC_Data/Feb/04NOV22FID_TC_07.RES,p35m(4C)7d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.111,523.9677,56.900,0.0190,data/GC_Data/Feb/04NOV22FID_TC_09.RES,p83m(4C)7d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.950,28768.9627,2819.868,3.6844,data/GC_Data/Feb/04NOV22FID_TC_09.RES,p83m(4C)7d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.505,227.1444,8.584,0.0087,data/GC_Data/Feb/15NOV22FID_TC_01.RES,blank,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.124,582.2390,68.123,0.0211,data/GC_Data/Feb/13OCT22FID_TC_18.RES,p35m(-4C)180d_T1_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.976,6787.6208,703.480,0.8693,data/GC_Data/Feb/13OCT22FID_TC_18.RES,p35m(-4C)180d_T1_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.126,508.6057,68.999,0.0184,data/GC_Data/Feb/11JAN23FID_TC_18.RES,p54m(-4C)180d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.961,23872.5530,2791.474,3.0573,data/GC_Data/Feb/11JAN23FID_TC_18.RES,p54m(-4C)180d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.132,314.3113,42.237,0.0114,data/GC_Data/Feb/11JAN23FID_TC_19.RES,p83m(-4C)180d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.968,21535.3161,2495.539,2.7580,data/GC_Data/Feb/11JAN23FID_TC_19.RES,p83m(-4C)180d_T2_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.128,717.3707,82.958,0.0260,data/GC_Data/Feb/04NOV22FID_TC_08.RES,p54m(4C)7d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.970,21692.7788,2241.541,2.7781,data/GC_Data/Feb/04NOV22FID_TC_08.RES,p54m(4C)7d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.514,93.0419,7.320,0.0036,data/GC_Data/Feb/15NOV22FID_TC_10.RES,p83m(12C)30d_T3_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.126,114.0584,13.465,0.0041,data/GC_Data/Feb/15NOV22FID_TC_10.RES,p83m(12C)30d_T3_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.970,33520.7147,3459.716,4.2929,data/GC_Data/Feb/15NOV22FID_TC_10.RES,p83m(12C)30d_T3_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.145,2101.6604,242.580,0.0761,data/GC_Data/Feb/15NOV22FID_TC_04.RES,p35m(4C)30d_T3_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.995,25063.9356,2560.987,3.2099,data/GC_Data/Feb/15NOV22FID_TC_04.RES,p35m(4C)30d_T3_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.567,82.0519,8.659,0.0031,data/GC_Data/Feb/11JAN23FID_TC_09.RES,p54m(4C)180d_T2_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.123,192.4793,26.537,0.0070,data/GC_Data/Feb/11JAN23FID_TC_09.RES,p54m(4C)180d_T2_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.962,13919.9190,1643.922,1.7827,data/GC_Data/Feb/11JAN23FID_TC_09.RES,p54m(4C)180d_T2_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,C02,3.900,183.6778,21.961,0.0235,data/GC_Data/Feb/13OCT22FID_TC_09.RES,pUS(12C)30d_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.540,112.5959,10.178,0.0043,data/GC_Data/Feb/28NOV22FID_TC_09.RES,p35m(12C)_30d_T4_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.117,432.1780,58.052,0.0157,data/GC_Data/Feb/28NOV22FID_TC_09.RES,p35m(12C)_30d_T4_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.957,18019.3087,2094.140,2.3077,data/GC_Data/Feb/28NOV22FID_TC_09.RES,p35m(12C)_30d_T4_0.25ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.535,247.9835,19.245,0.0095,data/GC_Data/Feb/28NOV22FID_TC_08.RES,p35m(12C)_30d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.121,1007.4893,118.671,0.0365,data/GC_Data/Feb/28NOV22FID_TC_08.RES,p35m(12C)_30d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.956,41306.2023,4326.044,5.2900,data/GC_Data/Feb/28NOV22FID_TC_08.RES,p35m(12C)_30d_T4_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,C02,3.995,4356.0173,465.495,0.5579,data/GC_Data/Feb/13OCT22FID_TC_08.RES,pUS(12C)180d_0.5ml,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
