<TYPE>=CHROM
<LAB NAME>=Templeton
<CLIENT>=Templeton
<CLIENT ID>=N2024
<COLLECTION DATE>=
<HOLDING TIME>=
<METHOD>=Syringe Injection
<LAB ID>=
<DESCRIPTION>=TCD
<COLUMN>=2m 2mmID ShinCarbonST 80/100
<CARRIER>=Argon at 35psi
<TEMPERATURE>=
<EVENTS>=ch2.evt
<COMPONENTS>=TC_iso_TCD_comps.cpt
<SAMPLE>=p35m(4C)30d_0.5ml
<OPERATOR>=TC
<QC BATCH>=
<CONDITIONS>=TYPE YOUR COMMENTS HERE
<DATE>=10-28-2022
<TIME>=19:19:38
<RATE>=20Hz
<SIZE>=5403
<SAMP WEIGHT>=0.500000
<STD WEIGHT>=1.000000
<CONTROL FILENAME>=K:\Templeton_Lab\SRI GC files\Peak426-32bit\TC_Ar_iso200_35psi.CON
28,28
55,49
85,72
115,96
145,119
172,139
199,160
228,182
257,204
287,228
313,247
337,264
362,283
386,300
410,317
432,333
450,344
469,357
490,371
511,385
533,401
550,411
569,423
586,434
603,444
622,456
636,464
649,470
658,472
663,471
671,472
679,474
693,481
705,486
715,490
724,492
729,490
734,489
740,488
747,488
759,494
766,494
774,495
781,496
785,493
795,496
802,497
810,498
820,502
827,502
836,504
845,507
851,506
858,506
865,507
869,504
872,500
876,498
881,496
889,497
899,501
910,505
919,508
926,508
933,508
940,509
950,512
960,515
969,518
977,519
981,516
985,514
989,511
998,513
1007,516
1015,517
1020,515
1024,513
1027,509
1028,504
1032,501
1037,499
1042,498
1047,496
1051,493
1052,488
1054,483
1059,481
1065,481
1070,479
1075,477
1080,476
1085,474
1093,476
1100,476
1109,478
1114,477
1119,475
1124,473
1126,469
1129,465
1133,462
1137,460
1142,458
1146,455
1149,452
1147,443
1148,438
1152,435
1156,432
1160,430
1163,426
1166,422
1168,418
1173,416
1180,416
1183,413
1188,411
1194,410
1197,407
1202,405
1206,402
1204,394
1202,385
1197,374
1193,363
1196,359
1198,355
1205,355
1208,351
1208,345
1207,337
1207,330
1209,326
1213,323
1214,317
1214,311
1217,307
1217,301
1222,299
1229,299
1230,294
1231,288
1232,282
1232,276
1233,270
1236,266
1238,262
1237,254
1237,247
1237,241
1237,234
1239,229
1244,228
1245,222
1248,219
1251,215
1252,209
1256,207
1259,203
1260,197
1264,195
1266,190
1264,181
1261,172
1256,160
1253,150
1253,144
1255,139
1258,136
1256,127
1254,118
1253,111
1251,102
1251,95
1250,88
1246,77
1241,65
1239,57
1234,45
1230,34
1224,22
1218,9
1216,0
1218,2
1227,11
1231,15
1235,19
1234,18
1228,11
1228,11
1228,11
1228,11
1232,15
1237,20
1245,27
1253,35
1256,38
1253,35
1250,32
1249,31
1249,30
1250,31
1254,35
1256,37
1259,40
1260,41
1261,41
1260,40
1259,39
1262,42
1264,44
1268,48
1272,51
1273,52
1272,51
1269,48
1265,44
1264,43
1264,42
1266,44
1267,45
1269,47
1269,47
1270,48
1274,51
1275,52
1275,52
1273,50
1268,45
1267,44
1265,41
1269,45
1271,47
1273,49
1275,51
1275,51
1277,52
1278,53
1282,57
1281,56
1279,54
1277,52
1275,49
1275,49
1278,52
1280,54
1280,54
1280,54
1278,51
1276,49
1277,50
1279,52
1281,54
1285,57
1284,56
1280,52
1278,50
1276,48
1278,50
1279,50
1276,47
1278,49
1278,49
1280,51
1284,55
1286,56
1286,56
1283,53
1281,51
1280,50
1277,47
1279,48
1278,47
1276,45
1277,46
1275,44
1276,45
1277,45
1276,44
1278,46
1280,48
1277,45
1277,45
1276,43
1275,42
1275,42
1275,42
1276,43
1280,47
1285,51
1287,53
1287,53
1287,53
1289,55
1290,56
1289,54
1286,51
1281,46
1278,43
1275,40
1270,35
1266,30
1263,27
1262,26
1262,26
1261,25
1260,24
1263,26
1263,26
1263,26
1262,25
1259,22
1256,19
1256,18
1255,17
1250,12
1247,9
1242,4
1239,0
1240,1
1241,2
1244,5
1247,8
1250,11
1250,11
1248,9
1248,9
1253,14
1258,19
1262,23
1265,26
1265,26
1265,26
1263,24
1262,23
1258,19
1253,14
1249,10
1247,8
1244,5
1242,3
1244,5
1242,3
1239,0
1241,1
1242,1
1247,5
1253,10
1258,14
1264,19
1264,18
1266,19
1266,18
1268,19
1274,24
1276,25
1278,26
1278,25
1278,24
1279,24
1283,27
1282,25
1284,26
1285,26
1283,23
1285,24
1287,25
1288,25
1291,27
1292,27
1291,25
1291,24
1294,26
1295,26
1294,24
1292,21
1291,19
1295,22
1301,27
1309,34
1312,36
1311,34
1309,31
1306,27
1306,26
1309,28
1308,26
1308,25
1308,24
1311,26
1318,32
1322,35
1324,36
1324,35
1325,35
1332,41
1336,44
1340,47
1343,49
1341,46
1339,43
1336,39
1331,33
1327,28
1323,23
1321,20
1319,17
1318,15
1318,14
1320,15
1320,14
1320,13
1322,14
1319,10
1319,9
1322,11
1325,13
1328,15
1327,13
1324,9
1321,5
1321,4
1320,2
1319,0
1323,3
1329,8
1334,12
1338,15
1337,13
1335,10
1334,8
1337,9
1335,6
1334,4
1334,3
1334,2
1339,6
1343,9
1347,11
1353,16
1358,20
1364,25
1368,28
1372,31
1375,33
1378,35
1380,35
1382,36
1381,34
1377,29
1372,23
1365,15
1363,12
1358,5
1359,5
1364,9
1369,13
1375,18
1375,17
1371,12
1369,9
1368,6
1368,5
1369,5
1369,4
1370,4
1375,8
1376,8
1377,7
1378,7
1378,6
1380,7
1384,10
1387,12
1390,14
1394,17
1397,18
1397,17
1396,15
1393,11
1386,3
1386,2
1386,1
1387,0
1395,7
1400,11
1404,14
1403,12
1402,10
1401,8
1398,4
1398,2
1398,1
1403,5
1410,11
1416,16
1421,20
1425,23
1427,23
1430,25
1429,23
1424,17
1422,14
1422,13
1422,12
1423,11
1425,12
1425,11
1429,14
1433,17
1437,20
1442,24
1445,25
1447,26
1450,28
1454,31
1456,32
1460,35
1462,36
1462,34
1466,37
1468,38
1474,43
1474,42
1475,42
1475,41
1474,38
1475,38
1477,39
1480,41
1480,40
1480,39
1480,38
1478,34
1479,34
1479,33
1475,28
1474,26
1474,25
1477,27
1482,30
1487,34
1492,38
1497,42
1501,45
1504,47
1504,46
1499,39
1497,36
1496,34
1495,32
1499,35
1501,36
1504,38
1504,36
1503,34
1500,30
1497,26
1496,24
1495,22
1498,24
1501,25
1506,29
1513,35
1513,34
1514,34
1516,35
1512,30
1514,30
1517,32
1515,29
1520,33
1525,37
1529,40
1533,43
1536,44
1535,42
1533,39
1529,34
1523,27
1521,24
1518,20
1514,14
1513,12
1512,10
1512,9
1512,8
1513,8
1510,4
1508,0
1511,2
1516,6
1522,10
1531,18
1536,21
1538,22
1540,22
1541,22
1546,25
1552,30
1559,35
1564,39
1564,37
1567,39
1566,36
1565,34
1566,33
1566,32
1567,31
1567,30
1568,29
1568,28
1570,28
1572,29
1579,34
1585,39
1588,40
1590,41
1589,38
1587,35
1586,32
1587,32
1588,31
1588,30
1591,31
1594,33
1595,32
1599,35
1600,34
1603,36
1607,38
1608,38
1611,39
1612,39
1616,41
1621,45
1626,48
1632,53
1637,56
1645,63
1651,67
1653,68
1655,68
1654,66
1650,60
1650,59
1651,58
1656,62
1661,65
1666,69
1666,67
1666,66
1667,65
1671,68
1676,71
1678,72
1681,73
1684,75
1683,72
1682,70
1680,66
1678,63
1682,65
1686,68
1687,67
1685,64
1683,60
1682,58
1683,57
1682,55
1681,52
1677,47
1676,44
1675,42
1673,38
1677,41
1682,44
1688,49
1696,55
1701,59
1704,60
1705,60
1708,61
1704,56
1702,52
1701,50
1699,46
1704,50
1709,53
1712,55
1716,57
1716,56
1716,54
1716,53
1719,55
1723,57
1725,58
1724,55
1720,50
1716,44
1715,42
1717,42
1720,44
1722,44
1726,47
1728,47
1732,50
1736,52
1739,54
1743,56
1744,56
1748,58
1751,60
1756,63
1759,65
1762,66
1768,71
1772,73
1776,76
1779,77
1776,73
1778,73
1779,73
1781,73
1784,75
1787,76
1791,79
1796,82
1800,85
1800,83
1798,80
1797,77
1797,76
1800,77
1803,79
1805,79
1803,76
1803,74
1805,75
1809,77
1817,84
1821,86
1825,89
1828,90
1833,94
1837,96
1842,100
1846,102
1849,104
1848,101
1845,97
1843,93
1838,87
1839,86
1844,90
1845,89
1850,93
1856,97
1855,95
1855,93
1853,90
1849,84
1852,86
1855,87
1856,87
1860,89
1860,88
1860,86
1859,84
1859,82
1860,82
1862,82
1865,84
1868,85
1868,84
1866,80
1862,75
1857,68
1852,62
1852,60
1853,60
1856,61
1858,62
1858,60
1856,57
1856,55
1857,55
1858,54
1859,54
1859,52
1859,51
1858,48
1857,46
1856,43
1858,44
1858,42
1858,41
1861,43
1861,41
1862,41
1863,40
1863,39
1866,40
1871,44
1875,46
1879,49
1886,54
1892,59
1897,62
1903,67
1907,69
1906,67
1903,62
1901,59
1901,57
1906,61
1913,66
1916,68
1916,66
1914,63
1915,62
1919,65
1920,64
1919,62
1914,55
1911,51
1911,49
1911,48
1913,48
1917,51
1920,52
1921,52
1923,52
1926,54
1931,57
1940,65
1947,70
1950,72
1953,73
1953,72
1957,74
1962,78
1966,80
1970,83
1974,85
1979,89
1984,92
1987,94
1991,96
1993,97
1993,95
1993,94
1993,92
1994,92
1997,93
2001,96
2004,97
2005,97
2007,97
2008,97
2010,97
2011,97
2014,98
2019,102
2023,104
2022,102
2020,98
2016,93
2013,88
2014,88
2014,86
2014,85
2014,83
2014,82
2015,81
2013,78
2015,78
2014,76
2014,74
2015,74
2015,72
2019,75
2020,74
2019,72
2018,69
2014,64
2014,62
2011,58
2006,51
2001,45
1993,35
1989,30
1988,27
1985,23
1983,19
1986,21
1983,16
1981,13
1980,10
1975,4
1973,0
1975,2
1977,3
1979,5
1981,6
1981,5
1985,9
1987,10
1993,15
1996,18
1995,16
1994,14
1990,10
1990,9
1991,10
1993,11
1996,13
1999,16
1999,15
1999,14
1998,13
1998,12
1997,10
1995,8
1991,3
1989,0
1991,2
1996,6
2001,10
2009,17
2013,20
2015,21
2016,22
2015,20
2014,18
2014,17
2016,18
2018,19
2020,21
2024,24
2027,26
2030,28
2036,33
2039,35
2044,39
2047,42
2048,42
2051,44
2052,44
2054,45
2058,48
2062,52
2065,54
2067,55
2067,54
2068,54
2067,52
2069,54
2069,53
2069,52
2069,51
2069,50
2072,52
2073,52
2074,53
2074,52
2076,53
2079,55
2080,55
2082,56
2079,53
2075,48
2071,43
2062,33
2060,30
2060,29
2061,29
2066,34
2065,32
2061,27
2062,27
2058,22
2060,23
2061,24
2059,21
2064,25
2067,27
2073,32
2080,38
2081,39
2080,37
2082,38
2083,38
2089,43
2097,50
2096,48
2093,45
2092,43
2091,41
2094,43
2101,49
2107,54
2112,59
2119,65
2123,68
2123,67
2125,68
2128,70
2130,71
2133,74
2134,74
2131,70
2126,64
2124,61
2124,60
2123,59
2122,57
2118,52
2114,47
2109,41
2108,39
2111,42
2115,45
2124,53
2130,58
2135,62
2139,65
2142,67
2142,67
2145,69
2144,67
2145,67
2150,71
2151,71
2152,72
2156,75
2154,72
2154,71
2154,70
2148,63
2147,62
2141,55
2137,50
2138,50
2142,53
2146,56
2150,59
2150,59
2146,54
2145,52
2145,51
2143,48
2144,48
2144,48
2148,51
2152,54
2153,54
2156,56
2155,54
2154,52
2156,54
2157,54
2158,54
2162,57
2163,57
2163,56
2166,59
2166,58
2166,57
2162,52
2157,46
2153,41
2147,35
2147,34
2148,34
2146,31
2144,28
2141,24
2137,19
2135,17
2138,19
2141,21
2141,20
2145,23
2145,22
2144,21
2143,19
2140,15
2136,10
2131,4
2130,2
2129,0
2133,4
2140,10
2144,14
2147,16
2148,16
2149,17
2149,16
2150,16
2153,19
2155,20
2163,27
2170,34
2176,39
2179,41
2178,40
2178,39
2177,38
2175,35
2177,36
2180,39
2176,34
2176,33
